19.186,72.9759,,thane
19.172,72.9564,,mulund
19.1546,72.9466,,nahur
19.1422,72.9374,,bhandup
19.1283,72.9281,,kanjur
19.111,72.9279,,vikhroli
19.0857,72.9081,,ghatkopar
19.08091,72.8984,,vidyavihar
19.0656,72.8792,,kurla
